Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
55427;REVIGNY SUR ORNAIN;55800;REVIGNY SUR ORNAIN;
55428;REVILLE AUX BOIS;55150;REVILLE AUX BOIS;
55438;ROMAGNE SOUS MONTFAUCON;55110;ROMAGNE SOUS MONTFAUCON;
55445;ROUVROIS SUR OTHAIN;55230;ROUVROIS SUR OTHAIN;
55447;RUPT AUX NONAINS;55170;RUPT AUX NONAINS;
55450;RUPT SUR OTHAIN;55150;RUPT SUR OTHAIN;
55453;ST ANDRE EN BARROIS;55220;ST ANDRE EN BARROIS;
55460;ST JULIEN SOUS LES COTES;55200;ST JULIEN SOUS LES COTES;
55469;SASSEY SUR MEUSE;55110;SASSEY SUR MEUSE;
55471;SAULMORY ET VILLEFRANCHE;55110;SAULMORY ET VILLEFRANCHE;
55472;SAULVAUX;55500;SAULVAUX;VAUX LA PETITE
55473;SAULX LES CHAMPLON;55160;SAULX LES CHAMPLON;
55476;SAVONNIERES DEVANT BAR;55000;SAVONNIERES DEVANT BAR;
55488;SILMONT;55000;SILMONT;
55490;SIVRY SUR MEUSE;55110;SIVRY SUR MEUSE;
55507;THILLOT;55210;THILLOT;
55515;TRESAUVAUX;55160;TRESAUVAUX;
55516;TREVERAY;55130;TREVERAY;
55517;SEUIL D ARGONNE;55250;SEUIL D ARGONNE;
55530;VALBOIS;55300;VALBOIS;SENONVILLE
55536;VAUQUOIS;55270;VAUQUOIS;
55537;VAUX DEVANT DAMLOUP;55400;VAUX DEVANT DAMLOUP;
55546;VERNEUIL GRAND;55600;VERNEUIL GRAND;
55551;VIGNEULLES LES HATTONCHATEL;55210;VIGNEULLES LES HATTONCHATEL;VIEVILLE SOUS LES COTES
55555;VILLE DEVANT BELRAIN;55260;VILLE DEVANT BELRAIN;
55559;VILLEROY SUR MEHOLLE;55190;VILLEROY SUR MEHOLLE;
55561;VILLERS DEVANT DUN;55110;VILLERS DEVANT DUN;
55572;VITTARVILLE;55150;VITTARVILLE;
55573;VOID VACON;55190;VOID VACON;VACON
55577;WALY;55250;WALY;
55578;WARCQ;55400;WARCQ;
27414;MONTREUIL L ARGILLE;27390;MONTREUIL L ARGILLE;ST AQUILIN D AUGERONS
27415;MORAINVILLE JOUVEAUX;27260;MORAINVILLE JOUVEAUX;JOUVEAUX
27416;BUIS SUR DAMVILLE;27240;BUIS SUR DAMVILLE;CRETON
27418;MORSAN;27800;MORSAN;
27419;MOUETTES;27220;MOUETTES;
27439;NORMANVILLE;27930;NORMANVILLE;
27447;ORVAUX;27190;ORVAUX;
27448;PACY SUR EURE;27120;PACY SUR EURE;
27452;PERRIERS LA CAMPAGNE;27170;PERRIERS LA CAMPAGNE;
27456;PINTERVILLE;27400;PINTERVILLE;
27457;PISEUX;27130;PISEUX;
27458;PITRES;27590;PITRES;
27466;LE PLESSIS STE OPPORTUNE;27170;LE PLESSIS STE OPPORTUNE;
27471;PORTE JOIE;27430;PORTE JOIE;
27472;PORTES;27190;PORTES;
27481;PULLAY;27130;PULLAY;
27486;QUITTEBEUF;27110;QUITTEBEUF;
27488;RENNEVILLE;27910;RENNEVILLE;
27489;REUILLY;27930;REUILLY;
27495;LA ROQUETTE;27700;LA ROQUETTE;
27500;ROUTOT;27350;ROUTOT;
27514;ST AUBIN DU THENNEY;27270;ST AUBIN DU THENNEY;
27517;ST AUBIN SUR GAILLON;27600;ST AUBIN SUR GAILLON;
27520;ST BENOIT DES OMBRES;27450;ST BENOIT DES OMBRES;
27522;ST CHRISTOPHE SUR CONDE;27450;ST CHRISTOPHE SUR CONDE;
27524;STE COLOMBE LA COMMANDERIE;27110;STE COLOMBE LA COMMANDERIE;
27525;STE COLOMBE PRES VERNON;27950;STE COLOMBE PRES VERNON;
27533;ST DENIS LE FERMENT;27140;ST DENIS LE FERMENT;
27535;ST ELIER;27190;ST ELIER;
27540;STE GENEVIEVE LES GASNY;27620;STE GENEVIEVE LES GASNY;
27544;ST GERMAIN DE FRESNEY;27220;ST GERMAIN DE FRESNEY;
27548;ST GERMAIN SUR AVRE;27320;ST GERMAIN SUR AVRE;
27561;ST MACLOU;27210;ST MACLOU;
27564;ST MARDS DE FRESNE;27230;ST MARDS DE FRESNE;
27579;ST OUEN DE PONTCHEUIL;27370;ST OUEN DE PONTCHEUIL;
27594;ST PIERRE DES IFS;27450;ST PIERRE DES IFS;
27602;ST SEBASTIEN DE MORSENT;27180;ST SEBASTIEN DE MORSENT;
27608;ST VICTOR DE CHRETIENVILLE;27300;ST VICTOR DE CHRETIENVILLE;
27612;ST VINCENT DES BOIS;27950;ST VINCENT DES BOIS;
27621;SEREZ;27220;SEREZ;
27623;SURTAUVILLE;27400;SURTAUVILLE;
27632;LE THIL;27150;LE THIL EN VEXIN;
27633;LES THILLIERS EN VEXIN;27420;LES THILLIERS EN VEXIN;
27638;LE THUIT DE L OISON;27370;LE THUIT DE L OISON;LE THUIT SIMER
27650;TOURNEDOS BOIS HUBERT;27180;TOURNEDOS BOIS HUBERT;
27652;TOURNEVILLE;27930;TOURNEVILLE;
27657;TOUVILLE;27290;TOUVILLE SUR MONTFORT;
27660;LA TRINITE DE REVILLE;27270;LA TRINITE DE REVILLE;
27664;LE TRONQUAY;27480;LE TRONQUAY;
27670;VANDRIMARE;27380;VANDRIMARE;
27683;VEZILLON;27700;VEZILLON;
27686;VIEUX PORT;27680;VIEUX PORT;
27691;VILLERS SUR LE ROULE;27940;VILLERS SUR LE ROULE;
27693;SYLVAINS LES MOULINS;27240;SYLVAINS LES MOULINS;VILLALET
27696;VILLIERS EN DESOEUVRE;27640;VILLIERS EN DESOEUVRE;
27697;VIRONVAY;27400;VIRONVAY;
27698;VITOT;27110;VITOT;
28007;ANET;28260;ANET;
28015;AUNEAU BLEURY ST SYMPHORIEN;28700;AUNEAU BLEURY ST SYMPHORIEN;BLEURY
28021;BAILLEAU LE PIN;28120;BAILLEAU LE PIN;
28022;BAILLEAU L EVEQUE;28300;BAILLEAU L EVEQUE;
28023;BAILLEAU ARMENONVILLE;28320;BAILLEAU ARMENONVILLE;
28023;BAILLEAU ARMENONVILLE;28320;BAILLEAU ARMENONVILLE;ARMENONVILLE LES GATINEAUX
28024;BARJOUVILLE;28630;BARJOUVILLE;
28026;BAUDREVILLE;28310;BAUDREVILLE;
28027;LA BAZOCHE GOUET;28330;LA BAZOCHE GOUET;
28035;BERCHERES LES PIERRES;28630;BERCHERES LES PIERRES;
28044;BOISGASSON;28220;BOISGASSON;
28046;BOISSY LES PERCHE;28340;BOISSY LES PERCHE;
28047;BOISVILLE LA ST PERE;28150;BOISVILLE LA ST PERE;
28052;BOUGLAINVAL;28130;BOUGLAINVAL;
28056;BOUTIGNY PROUAIS;28410;BOUTIGNY PROUAIS;
28057;BOUVILLE;28800;BOUVILLE;
28065;BULLAINVILLE;28800;BULLAINVILLE;
28066;BULLOU;28160;BULLOU;
28077;LA CHAPELLE FORTIN;28340;LA CHAPELLE FORTIN;
28078;CHAPELLE GUILLAUME;28330;CHAPELLE GUILLAUME;
28080;CHARBONNIERES;28330;CHARBONNIERES;
28081;CHARONVILLE;28120;CHARONVILLE;
28089;CHATEAUNEUF EN THYMERAIS;28170;CHATEAUNEUF EN THYMERAIS;
28094;CHAUDON;28210;CHAUDON;
28095;CHAUFFOURS;28120;CHAUFFOURS;
28100;CINTRAY;28300;CINTRAY;
28102;CLEVILLIERS;28300;CLEVILLIERS;
28115;COURTALAIN;28290;COURTALAIN;
28120;CRUCEY VILLAGES;28270;CRUCEY VILLAGES;
18177;PARNAY;18130;PARNAY;
18178;LA PERCHE;18200;LA PERCHE;
18179;PIGNY;18110;PIGNY;
18186;PREUILLY;18120;PREUILLY;
18194;RIANS;18220;RIANS;
18195;SAGONNE;18600;SAGONNE;
18198;ST AMBROIX;18290;ST AMBROIX;
18201;ST CAPRAIS;18400;ST CAPRAIS;
18203;ST CHRISTOPHE LE CHAUDRY;18270;ST CHRISTOPHE LE CHAUDRY;
18205;ST DOULCHARD;18230;ST DOULCHARD;
18206;ST ELOY DE GY;18110;ST ELOY DE GY;
18213;ST GERMAIN DU PUY;18390;ST GERMAIN DU PUY;
18215;ST HILAIRE DE GONDILLY;18320;ST HILAIRE DE GONDILLY;
18222;STE LUNAISE;18340;STE LUNAISE;
71423;ST GERVAIS EN VALLIERE;71350;ST GERVAIS EN VALLIERE;
71424;ST GERVAIS SUR COUCHES;71490;ST GERVAIS SUR COUCHES;
71438;ST LEGER DU BOIS;71360;ST LEGER DU BOIS;
71440;ST LEGER SOUS BEUVRAY;71990;ST LEGER SOUS BEUVRAY;
71449;ST MARTIN D AUXY;71390;ST MARTIN D AUXY;
71451;ST MARTIN DE LIXY;71740;ST MARTIN DE LIXY;
71471;ST PRIVE;71390;ST PRIVE;
71473;ST RACHO;71800;ST RACHO;
71479;ST SERNIN DU BOIS;71200;ST SERNIN DU BOIS;
71486;ST VALLIER;71230;ST VALLIER;
71486;ST VALLIER;71230;ST VALLIER;LES GAUTHERETS
71490;ST VINCENT BRAGNY;71430;ST VINCENT BRAGNY;
71490;ST VINCENT BRAGNY;71430;ST VINCENT BRAGNY;BRAGNY EN CHAROLLAIS
71500;SARRY;71110;SARRY;
71501;SASSANGY;71390;SASSANGY;
71509;LA CELLE EN MORVAN;71400;LA CELLE EN MORVAN;
71510;SEMUR EN BRIONNAIS;71110;SEMUR EN BRIONNAIS;
71515;SERCY;71460;SERCY;
71526;SOLUTRE POUILLY;71960;SOLUTRE POUILLY;
71537;THIL SUR ARROUX;71190;THIL SUR ARROUX;
71542;TOULON SUR ARROUX;71320;TOULON SUR ARROUX;
71558;VARENNES ST SAUVEUR;71480;VARENNES ST SAUVEUR;
71566;VERDUN SUR LE DOUBS;71350;VERDUN SUR LE DOUBS;
71568;VERISSEY;71440;VERISSEY;
71570;VERJUX;71590;VERJUX;
71579;VILLENEUVE EN MONTAGNE;71390;VILLENEUVE EN MONTAGNE;
71581;VINDECY;71110;VINDECY;
71584;VIRE;71260;VIRE;
71587;VITRY LES CLUNY;71250;VITRY LES CLUNY;
71588;VITRY EN CHAROLLAIS;71600;VITRY EN CHAROLLAIS;
72003;ALLONNES;72700;ALLONNES;
72004;AMNE;72540;AMNE;
72006;ARCONNAY;72610;ARCONNAY;
72011;ASSE LE BOISNE;72130;ASSE LE BOISNE;
72013;AUBIGNE RACAN;72800;AUBIGNE RACAN;
72017;AUVERS SOUS MONTFAUCON;72540;AUVERS SOUS MONTFAUCON;
72018;AVESNES EN SAOSNOIS;72260;AVESNES EN SAOSNOIS;
72021;AVOISE;72430;AVOISE;
72023;BALLON ST MARS;72290;BALLON ST MARS;ST MARS SOUS BALLON
72037;BLEVES;72600;BLEVES;
72042;BOULOIRE;72440;BOULOIRE;
72045;BRAINS SUR GEE;72550;BRAINS SUR GEE;
72049;LA BRUERE SUR LOIR;72500;LA BRUERE SUR LOIR;
72054;CHAMPAGNE;72470;CHAMPAGNE;
72059;CHANTENAY VILLEDIEU;72430;CHANTENAY VILLEDIEU;
72061;LA CHAPELLE D ALIGNE;72300;LA CHAPELLE D ALIGNE;
72063;LA CHAPELLE GAUGAIN;72310;LA CHAPELLE GAUGAIN;
72064;LA CHAPELLE HUON;72310;LA CHAPELLE HUON;
72073;CHAUFOUR NOTRE DAME;72550;CHAUFOUR NOTRE DAME;
72079;CHERISAY;72610;CHERISAY;
72083;CHEVILLE;72350;CHEVILLE;
72084;CLERMONT CREANS;72200;CLERMONT CREANS;
72091;CONTILLY;72600;CONTILLY;
72096;COULANS SUR GEE;72550;COULANS SUR GEE;
72097;COULOMBIERS;72130;COULOMBIERS;
72103;COURDEMANCHE;72150;COURDEMANCHE;
72108;CRE SUR LOIR;72200;CRE SUR LOIR;
72111;CURES;72240;CURES;
72114;DEHAULT;72400;DEHAULT;
72122;DUNEAU;72160;DUNEAU;
72123;DUREIL;72270;DUREIL;
72128;EVAILLE;72120;EVAILLE;
72129;FATINES;72470;FATINES;
72137;VILLENEUVE EN PERSEIGNE;72600;VILLENEUVE EN PERSEIGNE;MONTIGNY
72139;FYE;72610;FYE;
72142;GRANDCHAMP;72610;GRANDCHAMP;
72156;LAMNAY;72320;LAMNAY;
72159;LAVENAY;72310;LAVENAY;PONT DE BRAYE
72161;LHOMME;72340;LHOMME;
72166;LONGNES;72540;LONGNES;
72170;LOUVIGNY;72600;LOUVIGNY;
72179;MALICORNE SUR SARTHE;72270;MALICORNE SUR SARTHE;
72185;MAREIL SUR LOIR;72200;MAREIL SUR LOIR;
72187;MARIGNE LAILLE;72220;MARIGNE LAILLE;
72188;MAROLLETTE;72600;MAROLLETTE;
72195;MEZERAY;72270;MEZERAY;
72201;MONCE EN SAOSNOIS;72260;MONCE EN SAOSNOIS;
72203;MONTABON;72500;MONTABON;
72213;MULSANNE;72230;MULSANNE;
72221;NOGENT SUR LOIR;72500;NOGENT SUR LOIR;
72226;OIZE;72330;OIZE;
72233;PERAY;72260;PERAY;
72236;PINCE;72300;PINCE;
72239;POILLE SUR VEGRE;72350;POILLE SUR VEGRE;
72243;PONTVALLAIN;72510;PONTVALLAIN;
72247;PRUILLE LE CHETIF;72700;PRUILLE LE CHETIF;
72250;RAHAY;72120;RAHAY;
72252;REQUEIL;72510;REQUEIL;
72255;ROUESSE VASSE;72140;ROUESSE VASSE;
72257;ROUILLON;72700;ROUILLON;
72264;SABLE SUR SARTHE;72300;SABLE SUR SARTHE;
72272;STE CEROTTE;72120;STE CEROTTE;
72274;ST CHRISTOPHE EN CHAMPAGNE;72540;ST CHRISTOPHE EN CHAMPAGNE;
72287;ST GERVAIS EN BELIN;72220;ST GERVAIS EN BELIN;
72289;STE JAMME SUR SARTHE;72380;STE JAMME SUR SARTHE;ANTOIGNE
72292;ST JEAN DES ECHELLES;72320;ST JEAN DES ECHELLES;
72306;ST OUEN EN BELIN;72220;ST OUEN EN BELIN;
72309;ST PAUL LE GAULTIER;72130;ST PAUL LE GAULTIER;
72311;ST PIERRE DE CHEVILLE;72500;ST PIERRE DE CHEVILLE;
72315;ST REMY DE SILLE;72140;ST REMY DE SILLE;
21032;AUBIGNY LA RONCE;21340;AUBIGNY LA RONCE;
21035;AUVILLARS SUR SAONE;21250;AUVILLARS SUR SAONE;
21043;BAIGNEUX LES JUIFS;21450;BAIGNEUX LES JUIFS;
21046;BARD LE REGULIER;21430;BARD LE REGULIER;
21071;BEZE;21310;BEZE;
21084;SOURCE SEINE;21690;SOURCE SEINE;ST GERMAIN SOURCE SEINE
21090;BOUDREVILLE;21520;BOUDREVILLE;
21096;BOUSSENOIS;21260;BOUSSENOIS;
21100;BRAIN;21350;BRAIN;
21112;BROIN;21250;BROIN;
21118;BUSSEROTTE ET MONTENAILLE;21580;BUSSEROTTE ET MONTENAILLE;
21125;CERILLY;21330;CERILLY;
21128;CHAILLY SUR ARMANCON;21320;CHAILLY SUR ARMANCON;
21132;CHAMBOEUF;21220;CHAMBOEUF;
21140;CHAMPIGNOLLES;21230;CHAMPIGNOLLES;
21143;CHANNAY;21330;CHANNAY;
21147;CHARNY;21350;CHARNY;
21158;CHAUME ET COURCHAMP;21610;CHAUME ET COURCHAMP;
21161;CHAUMONT LE BOIS;21400;CHAUMONT LE BOIS;
21162;CHAUX;21700;CHAUX;
21164;CHAZILLY;21320;CHAZILLY;
21168;CHEVANNAY;21540;CHEVANNAY;
21171;CHEVIGNY ST SAUVEUR;21800;CHEVIGNY ST SAUVEUR;
21177;CLAMEREY;21390;CLAMEREY;
21183;COLLONGES LES PREMIERES;21110;COLLONGES LES PREMIERES;
21192;CORCELLES LES MONTS;21160;CORCELLES LES MONTS;
21193;CORGENGOUX;21250;CORGENGOUX;
21195;CORMOT LE GRAND;21340;CORMOT LE GRAND;
21198;CORROMBLES;21460;CORROMBLES;
21201;COULMIER LE SEC;21400;COULMIER LE SEC;
21215;CUISEREY;21310;CUISEREY;
21226;DARCEY;21150;DARCEY;
21236;EBATY;21190;EBATY;
21237;ECHALOT;21510;ECHALOT;
21240;ECHEVANNES;21120;ECHEVANNES;
21244;EGUILLY;21320;EGUILLY;
21253;ETALANTE;21510;ETALANTE;
21255;ETAULES;21121;ETAULES;
21260;FAIN LES MOUTIERS;21500;FAIN LES MOUTIERS;
21266;FLACEY;21490;FLACEY;
21279;FONTAINES LES SECHES;21330;FONTAINES LES SECHES;
21282;FORLEANS;21460;FORLEANS;
21283;FRAIGNOT ET VESVROTTE;21580;FRAIGNOT ET VESVROTTE;
21288;FROLOIS;21150;FROLOIS;
21299;GISSEY SOUS FLAVIGNY;21150;GISSEY SOUS FLAVIGNY;
21308;GRIGNON;21150;GRIGNON;
21309;GRISELLES;21330;GRISELLES;
21311;GROSBOIS LES TICHEY;21250;GROSBOIS LES TICHEY;
21315;HAUTEVILLE LES DIJON;21121;HAUTEVILLE LES DIJON;
21324;JEUX LES BARD;21460;JEUX LES BARD;
21333;LABRUYERE;21250;LABRUYERE;
21343;LARREY;21330;LARREY;
21349;LIERNAIS;21430;LIERNAIS;
21351;LONGCHAMP;21110;LONGCHAMP;
21355;LONGVIC;21600;LONGVIC;
21380;MARCIGNY SOUS THIL;21390;MARCIGNY SOUS THIL;
21391;MARSANNAY LE BOIS;21380;MARSANNAY LE BOIS;
21396;MAUVILLY;21510;MAUVILLY;
21404;MENETREUX LE PITOIS;21150;MENETREUX LE PITOIS;
21406;MESMONT;21540;MESMONT;
21407;MESSANGES;21220;MESSANGES;
21410;MEULSON;21510;MEULSON;
21420;MOLINOT;21340;MOLINOT;
21425;MONTBARD;21500;MONTBARD;
21429;MONTIGNY MONTFORT;21500;MONTIGNY MONTFORT;
21434;MONTLAY EN AUXOIS;21210;MONTLAY EN AUXOIS;
21435;MONTLIOT ET COURCELLES;21400;MONTLIOT ET COURCELLES;
21437;MONTMANCON;21270;MONTMANCON;
21440;MONTOT;21170;MONTOT;
21445;LA MOTTE TERNANT;21210;LA MOTTE TERNANT;
21455;NOD SUR SEINE;21400;NOD SUR SEINE;
21465;OBTREE;21400;OBTREE;
21467;OISILLY;21310;OISILLY;
21469;ORGEUX;21490;ORGEUX;
21474;PAGNY LA VILLE;21250;PAGNY LA VILLE;
21477;PANGES;21540;PANGES;
21489;POISEUL LA GRANGE;21440;POISEUL LA GRANGE;
21490;POISEUL LA VILLE ET LAPERRIERE;21450;POISEUL LA VILLE ET LAPERRIERE;
21494;PONCEY SUR L IGNON;21440;PONCEY SUR L IGNON;
21512;PULIGNY MONTRACHET;21190;PULIGNY MONTRACHET;
21517;QUINCEY;21700;QUINCEY;
21519;RECEY SUR OURCE;21290;RECEY SUR OURCE;
21529;ROILLY;21390;ROILLY;
21531;ROUVRAY;21530;ROUVRAY;
21533;ROUVRES SOUS MEILLY;21320;ROUVRES SOUS MEILLY;
21535;RUFFEY LES ECHIREY;21490;RUFFEY LES ECHIREY;
21542;ST BERNARD;21700;ST BERNARD;
21545;STE COLOMBE SUR SEINE;21400;STE COLOMBE SUR SEINE;
21547;ST EUPHRONE;21140;ST EUPHRONE;
21556;ST LEGER TRIEY;21270;ST LEGER TRIEY;
21559;STE MARIE SUR OUCHE;21410;STE MARIE SUR OUCHE;
21559;STE MARIE SUR OUCHE;21410;STE MARIE SUR OUCHE;PONT DE PANY
21567;ST PRIX LES ARNAY;21230;ST PRIX LES ARNAY;
21573;ST SEINE L ABBAYE;21440;ST SEINE L ABBAYE;
21574;ST SEINE SUR VINGEANNE;21610;ST SEINE SUR VINGEANNE;
21575;ST SYMPHORIEN SUR SAONE;21170;ST SYMPHORIEN SUR SAONE;
21576;ST THIBAULT;21350;ST THIBAULT;
21579;SALIVES;21580;SALIVES;
21580;SALMAISE;21690;SALMAISE;
21593;SAVILLY;21430;SAVILLY;
13108;TARASCON;13150;TARASCON;
13109;LE THOLONET;13100;LE THOLONET;
13110;TRETS;13530;TRETS;CADENET
13111;VAUVENARGUES;13126;VAUVENARGUES;
13114;VENTABREN;13122;VENTABREN;
13114;VENTABREN;13122;VENTABREN;LE PIGEONNIER
13115;VERNEGUES;13116;VERNEGUES;
13118;COUDOUX;13111;COUDOUX;
13205;MARSEILLE 05;13005;MARSEILLE;
13209;MARSEILLE 09;13009;MARSEILLE;
13212;MARSEILLE 12;13012;MARSEILLE;
13213;MARSEILLE 13;13013;MARSEILLE;CHATEAU GOMBERT
14001;ABLON;14600;ABLON;
14011;ANCTOVILLE;14240;ANCTOVILLE;ORBOIS
14014;COLOMBY ANGUERNY;14610;COLOMBY ANGUERNY;
14014;COLOMBY ANGUERNY;14610;COLOMBY ANGUERNY;COLOMBY SUR THAON
14020;ARGENCES;14370;ARGENCES;
14023;ASNIERES EN BESSIN;14710;ASNIERES EN BESSIN;
14024;AUBERVILLE;14640;AUBERVILLE;
14027;AUNAY SUR ODON;14260;AUNAY SUR ODON;
14032;LES AUTHIEUX SUR CALONNE;14130;LES AUTHIEUX SUR CALONNE;
14034;AVENAY;14210;AVENAY;
14036;BANNEVILLE LA CAMPAGNE;14940;BANNEVILLE LA CAMPAGNE;
14037;MALHERBE SUR AJON;14260;MALHERBE SUR AJON;BANNEVILLE SUR AJON
14039;BARBERY;14220;BARBERY;
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;MONT BERTRAND
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;MONTCHAUVET
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ST DENIS MAISONCELLES
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;STE MARIE LAUMONT
14068;BIEVILLE BEUVILLE;14112;BIEVILLE BEUVILLE;BIEVILLE SUR ORNE
14076;BLAINVILLE SUR ORNE;14550;BLAINVILLE SUR ORNE;
14077;BLANGY LE CHATEAU;14130;BLANGY LE CHATEAU;
14085;BONNEVILLE LA LOUVET;14130;BONNEVILLE LA LOUVET;
14087;BONNOEIL;14700;BONNOEIL;
14088;BONS TASSILLY;14420;BONS TASSILLY;
14092;BOURGUEBUS;14540;BOURGUEBUS;
14097;BRETTEVILLE LE RABET;14190;BRETTEVILLE LE RABET;
14099;BRETTEVILLE SUR DIVES;14170;BRETTEVILLE SUR DIVES;
14101;BRETTEVILLE SUR ODON;14760;BRETTEVILLE SUR ODON;
14104;LE BREVEDENT;14130;LE BREVEDENT;
14106;BREVILLE LES MONTS;14860;BREVILLE LES MONTS;
14116;LE BU SUR ROUVRES;14190;LE BU SUR ROUVRES;
14126;CAMBREMER;14340;CAMBREMER;GRANDOUET
14130;CAMPIGNY;14490;CAMPIGNY;
14142;CASTILLY;14330;CASTILLY;
14150;CESNY BOIS HALBOUT;14220;CESNY BOIS HALBOUT;
14151;CHAMP DU BOULT;14380;CHAMP DU BOULT;
14157;CHEUX;14210;CHEUX;
14159;CHOUAIN;14250;CHOUAIN;
14161;CLARBEC;14130;CLARBEC;
14162;CLECY;14570;CLECY;
14172;COMMES;14520;COMMES;
14174;CONDE EN NORMANDIE;14770;CONDE EN NORMANDIE;LENAULT
14182;CORMOLAIN;14240;CORMOLAIN;
14185;COUDRAY RABUT;14130;COUDRAY RABUT;
14192;COURSON;14380;COURSON;
14194;COURTONNE LES DEUX EGLISES;14290;COURTONNE LES DEUX EGLISES;
14194;COURTONNE LES DEUX EGLISES;14290;COURTONNE LES DEUX EGLISES;ST PAUL DE COURTONNE
14196;CREPON;14480;CREPON;
14204;CRICQUEVILLE EN BESSIN;14450;CRICQUEVILLE EN BESSIN;
14205;CRISTOT;14250;CRISTOT;
14206;CROCY;14620;CROCY;
14220;DEAUVILLE;14800;DEAUVILLE;
14226;DONNAY;14220;DONNAY;
14228;DOUVRES LA DELIVRANDE;14440;DOUVRES LA DELIVRANDE;TAILLEVILLE
14230;DRUBEC;14130;DRUBEC;
14239;ENGLESQUEVILLE LA PERCEE;14710;ENGLESQUEVILLE LA PERCEE;
14241;EPINAY SUR ODON;14310;EPINAY SUR ODON;
14244;ERAINES;14700;ERAINES;
14249;ESQUAY NOTRE DAME;14210;ESQUAY NOTRE DAME;
14250;ESQUAY SUR SEULLES;14400;ESQUAY SUR SEULLES;
14254;ETERVILLE;14930;ETERVILLE;
14256;ETREHAM;14400;ETREHAM;
14258;FALAISE;14700;FALAISE;
14271;FLEURY SUR ORNE;14123;FLEURY SUR ORNE;
14277;FONTENAY LE MARMION;14320;FONTENAY LE MARMION;
14279;FONTENERMONT;14380;FONTENERMONT;
14280;FORMENTIN;14340;FORMENTIN;
14282;FOULOGNES;14240;FOULOGNES;
14291;FRESNEY LE VIEUX;14220;FRESNEY LE VIEUX;
14296;LE GAST;14380;LE GAST;
14300;GERROTS;14430;GERROTS;
14311;GRAINVILLE SUR ODON;14210;GRAINVILLE SUR ODON;
14313;GRANDCHAMP LE CHATEAU;14140;GRANDCHAMP LE CHATEAU;
14326;HERMIVAL LES VAUX;14100;HERMIVAL LES VAUX;
14333;HONFLEUR;14600;HONFLEUR;
14333;HONFLEUR;14600;HONFLEUR;VASOUY
14339;HUBERT FOLIE;14540;HUBERT FOLIE;
14343;LES ISLES BARDEL;14690;LES ISLES BARDEL;
14344;JANVILLE;14670;JANVILLE;
14360;LEFFARD;14700;LEFFARD;
14362;LESSARD ET LE CHENE;14140;LESSARD ET LE CHENE;
14365;LION SUR MER;14780;LION SUR MER;
14367;LISON;14330;LISON;
14371;LIVAROT PAYS D AUGE;14140;LIVAROT PAYS D AUGE;AUQUAINVILLE
14371;LIVAROT PAYS D AUGE;14140;LIVAROT PAYS D AUGE;BELLOU
14371;LIVAROT PAYS D AUGE;14140;LIVAROT PAYS D AUGE;CHEFFREVILLE TONNENCOURT
14371;LIVAROT PAYS D AUGE;14140;LIVAROT PAYS D AUGE;LA CROUPTE
14371;LIVAROT PAYS D AUGE;14140;LIVAROT PAYS D AUGE;LE MESNIL BACLEY
14371;LIVAROT PAYS D AUGE;14140;LIVAROT PAYS D AUGE;LES MOUTIERS HUBERT
55579;WATRONVILLE;55160;WATRONVILLE;
56010;BAUD;56150;BAUD;
56014;BERNE;56240;BERNE;
56018;BILLIERS;56190;BILLIERS;
56019;BILLIO;56420;BILLIO;
56020;BOHAL;56140;BOHAL;
56022;BRANDIVY;56390;BRANDIVY;
56033;CARENTOIR;56910;CARENTOIR;
56039;LA CHAPELLE NEUVE;56500;LA CHAPELLE NEUVE;
56040;CLEGUER;56620;CLEGUER;
56042;COLPO;56390;COLPO;
56056;EVRIGUET;56490;EVRIGUET;
56057;LE FAOUET;56320;LE FAOUET;
56058;FEREL;56130;FEREL;
56060;LES FOUGERETS;56200;LES FOUGERETS;
56067;GRAND CHAMP;56390;GRAND CHAMP;
56070;GUEGON;56120;GUEGON;
56073;GUEMENE SUR SCORFF;56160;GUEMENE SUR SCORFF;
56075;GUER;56380;GUER;
56088;ILE D ARZ;56840;ILE D ARZ;
56094;KERVIGNAC;56700;KERVIGNAC;
56097;LANDEVANT;56690;LANDEVANT;
56101;LANGUIDIC;56440;LANGUIDIC;
56107;LARMOR PLAGE;56260;LARMOR PLAGE;
56111;LIMERZEL;56220;LIMERZEL;
56112;LIZIO;56460;LIZIO;
56121;LORIENT;56100;LORIENT;
56122;LOYAT;56800;LOYAT;
56135;MOLAC;56230;MOLAC;
56140;MOREAC;56500;MOREAC;
56144;EVELLYS;56500;EVELLYS;REMUNGOL
56145;NEANT SUR YVEL;56430;NEANT SUR YVEL;
56147;NIVILLAC;56130;NIVILLAC;
56159;PLEUCADEUC;56140;PLEUCADEUC;
56162;PLOEMEUR;56270;PLOEMEUR;
56163;PLOERDUT;56160;PLOERDUT;
56164;PLOEREN;56880;PLOEREN;
56168;PLOUHARNEL;56340;PLOUHARNEL;
56173;PLUMELIAU;56930;PLUMELIAU;
